"S.No","RMSE","std. RMSE","Meaning_Error","std. Meaning Error","Sentence_Error","std. Sentence Error","leak_rate","spectral_radius","input_scaling"
867,0.5329886366,0.0231049817,0.0826992754,0.0246438411,0.2239130435,0.0599700618,0.15,1.6,2.8
872,0.5293154048,0.0196139554,0.0820652174,0.0228296811,0.2239130435,0.0446049664,0.15,1.7,2.2
736,0.5283157763,0.0224677112,0.0807065217,0.0198344747,0.2239130435,0.0496204879,0.13,1.5,2.9
747,0.5279224932,0.0225369463,0.0802536232,0.0216301617,0.2239130435,0.052399873,0.13,1.6,2.9
756,0.5269525849,0.0204793729,0.0789855072,0.0193247094,0.2239130435,0.0505639276,0.13,1.7,2.7
418,0.5129535154,0.0140273402,0.0786231884,0.0200866507,0.2239130435,0.0413043478,0.07,1.9,3
678,0.5269956627,0.0206140285,0.0871376812,0.0222862905,0.2239130435,0.0466758925,0.11,2.1,2.6
875,0.5327424201,0.0213523245,0.0857789855,0.024169851,0.2239130435,0.0466758925,0.15,1.7,2.5
773,0.5261793514,0.0192617947,0.0846014493,0.0236799687,0.2239130435,0.0435325748,0.13,1.9,2.2
866,0.5321890716,0.0221867467,0.0827898551,0.023523535,0.2239130435,0.0505639276,0.15,1.6,2.7
561,0.5197160384,0.0177589078,0.0826086957,0.0147386299,0.2239130435,0.0308205367,0.09,2.1,3
763,0.5260532969,0.0186052793,0.0819746377,0.0227326201,0.2239130435,0.0446049664,0.13,1.8,2.3
884,0.5294585776,0.0202527349,0.0816123188,0.028879022,0.2239130435,0.0532941334,0.15,1.8,2.3
512,0.513629361,0.0130883306,0.08125,0.0224960687,0.2239130435,0.0466758925,0.09,1.7,2.5
434,0.5098649783,0.0124828157,0.0796195652,0.0196181935,0.2239130435,0.0389488541,0.07,2.1,2.4
516,0.5156665817,0.0157697696,0.0794384058,0.0255622618,0.2239130435,0.0486587593,0.09,1.7,2.9
530,0.5128316047,0.0118852565,0.0786231884,0.0145594029,0.2239130435,0.0275838642,0.09,1.9,2.1
538,0.5165046107,0.0162528017,0.0785326087,0.0205998654,0.2239130435,0.0466758925,0.09,1.9,2.9
427,0.5108341308,0.0134767027,0.0778985507,0.0233618401,0.2239130435,0.0413043478,0.07,2,2.8
739,0.5189910475,0.0137382158,0.077807971,0.0169432489,0.2239130435,0.0389488541,0.13,1.6,2.1
868,0.533686591,0.023950583,0.0828804348,0.0259925892,0.2260869565,0.0709108975,0.15,1.6,2.9
683,0.5195852527,0.017285489,0.0821557971,0.0216485507,0.2260869565,0.0379034691,0.11,2.2,2
514,0.5144010182,0.0143808837,0.081884058,0.0241703602,0.2260869565,0.0436951114,0.09,1.7,2.7
857,0.5326310417,0.0247538753,0.081884058,0.0223465854,0.2260869565,0.0568552036,0.15,1.5,2.9
527,0.5157852878,0.0159788566,0.0810688406,0.0256430184,0.2260869565,0.0468275201,0.09,1.8,2.9
737,0.5295491213,0.0235498995,0.0809782609,0.0209401797,0.2260869565,0.0507039295,0.13,1.5,3
638,0.523499214,0.0202385512,0.0808876812,0.0191251931,0.2260869565,0.0468275201,0.11,1.7,3
517,0.516381482,0.0164832914,0.0799818841,0.0269222952,0.2260869565,0.0551677284,0.09,1.7,3
426,0.5105851234,0.0132495906,0.0794384058,0.0252976985,0.2260869565,0.0436951114,0.07,2,2.7
407,0.5145731617,0.0141935524,0.0788043478,0.0196706099,0.2260869565,0.0379034691,0.07,1.8,3
751,0.5222346304,0.0162406726,0.0782608696,0.01796221,0.2260869565,0.0379034691,0.13,1.7,2.2
750,0.5214242291,0.015423597,0.0780797101,0.0167990567,0.2260869565,0.0414756175,0.13,1.7,2.1
681,0.5291486785,0.0214908371,0.0884963768,0.0220800933,0.2260869565,0.0414756175,0.11,2.1,2.9
959,0.5234019097,0.0204101654,0.0842391304,0.0183365195,0.2260869565,0.0403200804,0.15,2.5,2.1
677,0.5258976087,0.0200362235,0.0836956522,0.0212204117,0.2260869565,0.0414756175,0.11,2.1,2.5
764,0.5274033478,0.0194914643,0.0833333333,0.0209001763,0.2260869565,0.0366354338,0.13,1.8,2.4
787,0.5285294051,0.0206350102,0.0832427536,0.027990303,0.2260869565,0.0488042268,0.13,2,2.5
882,0.5271583289,0.019672792,0.0826992754,0.0308770541,0.2260869565,0.0525349825,0.15,1.8,2.1
