S.No;RMSE;std. RMSE;Meaning_Error;std. Meaning Error;Sentence_Error;std. Meaning Error;leak_rate;spectral_radius;input_scaling
1;0.59010256422929286;0.010326176199578988;0.31585144927536235;0.022976021547747801;0.84999999999999998;0.032897273805264228;0.10000000000000001;0.80000000000000004;0.5
2;0.56933779863830358;0.0099785643469157276;0.25208333333333333;0.033367406380308079;0.76956521739130435;0.067496411722869659;0.10000000000000001;0.80000000000000004;0.69999999999999996
3;0.55676751036596961;0.0098815412647568438;0.20688405797101445;0.031729285085407871;0.68695652173913047;0.077288647107092059;0.10000000000000001;0.80000000000000004;0.89999999999999991
4;0.54925898810764906;0.0099676214320685037;0.17490942028985507;0.034523705247374047;0.59999999999999998;0.07480282840906631;0.10000000000000001;0.80000000000000004;1.0999999999999999
5;0.54421934337271793;0.010085049948002559;0.16775362318840581;0.033184331437774425;0.58478260869565224;0.067671227896840797;0.10000000000000001;0.80000000000000004;1.2999999999999998
6;0.54048692046835778;0.010217130203908197;0.15353260869565219;0.03042790747915762;0.54565217391304355;0.05000000000000001;0.10000000000000001;0.80000000000000004;1.4999999999999998
7;0.53759728082040348;0.010407166445552854;0.15099637681159422;0.031178504646051795;0.5347826086956522;0.053426981423671784;0.10000000000000001;0.80000000000000004;1.6999999999999997
8;0.53542222275224338;0.010668715385428363;0.14130434782608697;0.035541428385688474;0.50217391304347836;0.063342618627536817;0.10000000000000001;0.80000000000000004;1.8999999999999997
9;0.53390014359333127;0.011013270731086492;0.13541666666666666;0.033943228120564738;0.48260869565217385;0.062099377639503031;0.10000000000000001;0.80000000000000004;2.0999999999999996
10;0.53297816547753574;0.011466433160997259;0.12971014492753624;0.034602871964074758;0.46739130434782605;0.063936700738490171;0.10000000000000001;0.80000000000000004;2.2999999999999998
11;0.58417865245316924;0.010242696473066755;0.29202898550724637;0.030097008492287643;0.8195652173913045;0.046675892507791049;0.10000000000000001;0.90000000000000002;0.5
12;0.56281516501901874;0.0098663858972892395;0.22980072463768114;0.035529999549534452;0.72826086956521729;0.079726612264748892;0.10000000000000001;0.90000000000000002;0.69999999999999996
13;0.55115184110091464;0.0097994867679745534;0.18469202898550724;0.036042189106797684;0.63260869565217392;0.089869680906932134;0.10000000000000001;0.90000000000000002;0.89999999999999991
14;0.54423425000754377;0.0099842981340994008;0.1638586956521739;0.032587175870132191;0.57173913043478264;0.071475140099015649;0.10000000000000001;0.90000000000000002;1.0999999999999999
15;0.53928261726291638;0.010170530714985358;0.15289855072463771;0.034841529955210448;0.53260869565217395;0.068916815148466801;0.10000000000000001;0.90000000000000002;1.2999999999999998
16;0.53600223869060692;0.01033719783833118;0.1433876811594203;0.030020171271243595;0.50652173913043486;0.051490083836204417;0.10000000000000001;0.90000000000000002;1.4999999999999998
17;0.53335544003135282;0.010516829338722151;0.13532608695652174;0.033041610994787383;0.47391304347826091;0.069971638867091665;0.10000000000000001;0.90000000000000002;1.6999999999999997
18;0.5314794382760073;0.01072789284267423;0.12871376811594204;0.03633465948713719;0.4521739130434782;0.067915214573101332;0.10000000000000001;0.90000000000000002;1.8999999999999997
19;0.53024566901206849;0.011014405851679345;0.12182971014492754;0.033751730840041266;0.43260869565217391;0.067671227896840783;0.10000000000000001;0.90000000000000002;2.0999999999999996
20;0.52950486977981659;0.011440783249052684;0.11847826086956523;0.032149545217918192;0.40652173913043477;0.072785517577318298;0.10000000000000001;0.90000000000000002;2.2999999999999998
21;0.57786061641630038;0.010141715462828306;0.27065217391304347;0.030926836714309125;0.78695652173913044;0.05395510280865589;0.10000000000000001;1.0;0.5
22;0.55686543960714308;0.0097339209630749948;0.21603260869565219;0.035270883102241919;0.69999999999999996;0.08408295480788569;0.10000000000000001;1.0;0.69999999999999996
23;0.54617684932208699;0.0097098553825806164;0.17237318840579713;0.033409181388821894;0.60652173913043472;0.079845076835682427;0.10000000000000001;1.0;0.89999999999999991
24;0.53975064749626345;0.0099592528897427014;0.15108695652173912;0.031479023197858023;0.54347826086956519;0.063005985852997562;0.10000000000000001;1.0;1.0999999999999999
25;0.53509971748384899;0.010172450883540421;0.14021739130434782;0.029962037522531328;0.49782608695652175;0.050936410929826016;0.10000000000000001;1.0;1.2999999999999998
26;0.53209532354177003;0.010333005781246057;0.12817028985507245;0.030549006024110207;0.45217391304347831;0.064341950378037999;0.10000000000000001;1.0;1.4999999999999998
27;0.52981489071381294;0.010453578111314329;0.11920289855072463;0.030653437291947933;0.43043478260869572;0.067915214573101332;0.10000000000000001;1.0;1.6999999999999997
28;0.5283465523507942;0.010585005663577505;0.11431159420289856;0.030998383158708561;0.40434782608695652;0.069565217391304349;0.10000000000000001;1.0;1.8999999999999997
29;0.52742661801644442;0.010821538898561226;0.11485507246376811;0.034364944061969209;0.40217391304347833;0.070274912501063547;0.10000000000000001;1.0;2.0999999999999996
30;0.52686672858375538;0.011259928517738242;0.10951086956521738;0.030952426934641127;0.37173913043478268;0.062592087169078117;0.10000000000000001;1.0;2.2999999999999998
31;0.57111949999277767;0.010039363946485403;0.25045289855072467;0.035375406857207442;0.76304347826086949;0.061063356109513647;0.10000000000000001;1.1000000000000001;0.5
