S.No;RMSE;std. RMSE;Meaning_Error;std. Meaning Error;Sentence_Error;std. Sentence Error;leak_rate;spectral_radius;input_scaling
1;0.60462310379669737;0.010326363572797025;0.35072463768115947;0.016131328347451974;0.90869565217391313;0.023413760031019616;0.01;1.8;2.0
2;0.60302528202097605;0.010227334453848254;0.34574275362318846;0.015547288898116457;0.90652173913043477;0.02581378714573463;0.01;1.8;2.1000000000000001
3;0.60135807414071873;0.010125970060119682;0.34384057971014492;0.014442848860865732;0.90217391304347816;0.024305086711954259;0.01;1.8;2.2000000000000002
4;0.59980309498577267;0.010026785991566018;0.33795289855072463;0.01469765702886708;0.88913043478260878;0.031427896293045571;0.01;1.8;2.3000000000000003
5;0.5983513286872042;0.0099307320418621087;0.33369565217391306;0.015049322047782704;0.88478260869565217;0.033748205861434837;0.01;1.8;2.4000000000000004
6;0.59699558556974253;0.0098388782995076172;0.32961956521739133;0.015448820332777453;0.87826086956521743;0.03790346907426672;0.01;1.8;2.5000000000000004
7;0.59572927248836205;0.0097523100023239589;0.32626811594202898;0.017549102954075843;0.87608695652173907;0.038948854059062857;0.01;1.8;2.6000000000000005
8;0.59454612078321856;0.0096720102554834902;0.32300724637681155;0.019432250805054892;0.87608695652173907;0.038948854059062857;0.01;1.8;2.7000000000000006
9;0.59342620681525227;0.0095985741586317088;0.31938405797101449;0.020994962188655812;0.86956521739130432;0.042377366716560713;0.01;1.8;2.8000000000000007
10;0.59240766141076817;0.009533363092735489;0.31594202898550722;0.019753023744985054;0.86086956521739122;0.044763609308639117;0.01;1.8;2.9000000000000008
11;0.60301692355111602;0.010296514902666292;0.34873188405797106;0.016672572992526856;0.90652173913043477;0.02581378714573463;0.01;1.9000000000000001;2.0
12;0.60123724717024107;0.010192780241526355;0.34221014492753626;0.014463285258124681;0.89782608695652166;0.02581378714573461;0.01;1.9000000000000001;2.1000000000000001
13;0.59956789061311633;0.01009030271685535;0.33704710144927541;0.013697916479487548;0.89130434782608692;0.029166104054345089;0.01;1.9000000000000001;2.2000000000000002
