S.No;RMSE;std. RMSE;Meaning_Error;std. Meaning Error;Sentence_Error;std. Sentence Error;leak_rate;spectral_radius;input_scaling
1;0.8595087482306063;0.34909159670013978;0.38942307692307693;0.24540170378298595;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.5;5.0
2;0.85464039111591772;0.34872152316035837;0.38461538461538464;0.24441072850379963;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.5;5.2000000000000002
3;0.84929456450319718;0.34456184550344715;0.39423076923076922;0.24136552004569681;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.5;5.4000000000000004
4;0.8440400325423616;0.33918027241510468;0.39583333333333337;0.23858837438811306;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.5;5.6000000000000005
5;0.83895768207295929;0.33316806360554646;0.39743589743589747;0.23377669908731372;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.5;5.8000000000000007
6;0.83404299573293761;0.32685966094039076;0.38621794871794879;0.22425020257082759;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.5;6.0000000000000009
7;0.82920513273799379;0.32035218702663504;0.37660256410256415;0.21355031071646932;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.5;6.2000000000000011
8;0.82432142346129034;0.31360172221031535;0.36698717948717952;0.2189656235121826;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.5;6.4000000000000012
9;0.81931968776117381;0.30650756120379846;0.37179487179487186;0.21493485550383321;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.5;6.6000000000000014
10;0.81412275160434366;0.29894436906893973;0.36538461538461536;0.21349618568437037;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.5;6.8000000000000016
11;0.85136041421057329;0.3184880700304682;0.38942307692307693;0.23906152978472128;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.6000000000000001;5.0
12;0.84773771404731457;0.32303838870586066;0.39102564102564108;0.24516612060593765;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.6000000000000001;5.2000000000000002
13;0.84395245728233403;0.3246466378053165;0.38942307692307693;0.24540170378298595;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.6000000000000001;5.4000000000000004
14;0.84000589168792916;0.32366208060413554;0.38942307692307693;0.24540170378298595;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.6000000000000001;5.6000000000000005
15;0.8353532706105532;0.31870666709213691;0.38461538461538464;0.23944259866179182;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.6000000000000001;5.8000000000000007
16;0.83174245055669283;0.31634047342936317;0.38621794871794879;0.23670799462751269;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.6000000000000001;6.0000000000000009
17;0.82760438417635895;0.31140940941248374;0.36858974358974361;0.23276381609442703;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.6000000000000001;6.2000000000000011
18;0.82353012067427345;0.30624101479161431;0.38141025641025644;0.22577392647892724;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.6000000000000001;6.4000000000000012
19;0.81946936823677485;0.3009687125366054;0.37660256410256415;0.22183215375114093;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.6000000000000001;6.6000000000000014
20;0.81531844792592856;0.29557188867219808;0.36698717948717952;0.22169318292857354;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.6000000000000001;6.8000000000000016
21;0.83963659367311982;0.27248608317253525;0.36217948717948723;0.22727048591327997;0.84615384615384615;0.36080121229410994;0.29999999999999999;1.7000000000000002;5.0
