S.No;RMSE;std. RMSE;Meaning_Error;std. Meaning Error;Sentence_Error;std. Sentence Error;seed
1;0.50404912938006785;0.0;0.066738816738816722;0.0;0.26623376623376621;0.0;0
2;0.50038955047872269;0.0;0.069264069264069264;0.0;0.26623376623376621;0.0;1
3;0.50367886578890231;0.0;0.069895382395382386;0.0;0.28354978354978355;0.0;2
4;0.50222920276465011;0.0;0.055194805194805178;0.0;0.24242424242424243;0.0;3
5;0.50231408165007707;0.0;0.072420634920634927;0.0;0.2813852813852814;0.0;4
