S.No;RMSE;std. RMSE;Meaning_Error;std. Meaning Error;Sentence_Error;std. Sentence Error;seed
1;0.48189913851762134;0.015636678036081226;0.68922101449275364;0.032118012092876347;0.99565217391304339;0.0086956521739130384;0
2;0.47529140343246129;0.014981572685019403;0.66231884057971024;0.014332217758201826;0.98913043478260865;0.010869565217391297;1
3;0.48624352613837385;0.01280022055043295;0.67862318840579716;0.020773385710452612;0.99347826086956526;0.0099621210759909505;2
4;0.48473026368438432;0.017053899816848395;0.68269927536231889;0.028744040641509611;0.98913043478260865;0.010869565217391297;3
5;0.48228638028319948;0.014270997494901742;0.68061594202898557;0.018355302755783124;0.99565217391304339;0.0086956521739130384;4
