S.No;Meaning_Error;Sentence_Error;leak_rate;spectral_radius;input_scaling
1;0.5625;0.92307692307692313;0.001;0.5;0.5
2;0.57371794871794879;0.92307692307692313;0.001;0.5;0.80000000000000004
3;0.5689102564102565;0.92307692307692313;0.001;0.5;1.1000000000000001
4;0.55929487179487181;0.92307692307692313;0.001;0.5;1.4000000000000001
5;0.55769230769230771;0.92307692307692313;0.001;0.5;1.7000000000000002
6;0.57051282051282048;0.96153846153846156;0.001;0.5;2.0
7;0.56730769230769229;0.92307692307692313;0.001;0.5;2.3000000000000003
8;0.56730769230769229;0.92307692307692313;0.001;0.5;2.6000000000000005
9;0.58653846153846156;0.96153846153846156;0.001;0.5;2.9000000000000004
10;0.58173076923076927;0.96153846153846156;0.001;0.5;3.2000000000000002
11;0.58173076923076927;0.96153846153846156;0.001;0.5;3.5000000000000004
12;0.57692307692307687;0.96153846153846156;0.001;0.5;3.8000000000000007
13;0.57692307692307687;0.96153846153846156;0.001;0.5;4.1000000000000005
14;0.57211538461538458;0.96153846153846156;0.001;0.5;4.4000000000000004
15;0.57211538461538458;0.96153846153846156;0.001;0.5;4.7000000000000011
16;0.5625;0.92307692307692313;0.001;0.80000000000000004;0.5
17;0.57371794871794879;0.92307692307692313;0.001;0.80000000000000004;0.80000000000000004
18;0.5689102564102565;0.92307692307692313;0.001;0.80000000000000004;1.1000000000000001
19;0.55929487179487181;0.92307692307692313;0.001;0.80000000000000004;1.4000000000000001
20;0.5641025641025641;0.92307692307692313;0.001;0.80000000000000004;1.7000000000000002
21;0.5608974358974359;0.92307692307692313;0.001;0.80000000000000004;2.0
22;0.57051282051282048;0.96153846153846156;0.001;0.80000000000000004;2.3000000000000003
23;0.56730769230769229;0.92307692307692313;0.001;0.80000000000000004;2.6000000000000005
24;0.56730769230769229;0.92307692307692313;0.001;0.80000000000000004;2.9000000000000004
25;0.58173076923076927;0.96153846153846156;0.001;0.80000000000000004;3.2000000000000002
26;0.59455128205128205;0.96153846153846156;0.001;0.80000000000000004;3.5000000000000004
27;0.59455128205128205;0.96153846153846156;0.001;0.80000000000000004;3.8000000000000007
28;0.57692307692307687;0.96153846153846156;0.001;0.80000000000000004;4.1000000000000005
29;0.57692307692307687;0.96153846153846156;0.001;0.80000000000000004;4.4000000000000004
30;0.57692307692307687;0.96153846153846156;0.001;0.80000000000000004;4.7000000000000011
31;0.5625;0.92307692307692313;0.001;1.1000000000000001;0.5
32;0.57371794871794879;0.92307692307692313;0.001;1.1000000000000001;0.80000000000000004
33;0.5689102564102565;0.92307692307692313;0.001;1.1000000000000001;1.1000000000000001
34;0.55929487179487181;0.92307692307692313;0.001;1.1000000000000001;1.4000000000000001
35;0.5689102564102565;0.92307692307692313;0.001;1.1000000000000001;1.7000000000000002
36;0.5608974358974359;0.92307692307692313;0.001;1.1000000000000001;2.0
37;0.56730769230769229;0.92307692307692313;0.001;1.1000000000000001;2.3000000000000003
38;0.56570512820512819;0.92307692307692313;0.001;1.1000000000000001;2.6000000000000005
39;0.57211538461538458;0.92307692307692313;0.001;1.1000000000000001;2.9000000000000004
40;0.58653846153846156;0.96153846153846156;0.001;1.1000000000000001;3.2000000000000002
41;0.58173076923076927;0.96153846153846156;0.001;1.1000000000000001;3.5000000000000004
42;0.58173076923076927;0.96153846153846156;0.001;1.1000000000000001;3.8000000000000007
43;0.58173076923076927;0.96153846153846156;0.001;1.1000000000000001;4.1000000000000005
44;0.58173076923076927;0.96153846153846156;0.001;1.1000000000000001;4.4000000000000004
45;0.58173076923076927;0.96153846153846156;0.001;1.1000000000000001;4.7000000000000011
46;0.5625;0.92307692307692313;0.001;1.4000000000000001;0.5
47;0.57371794871794879;0.92307692307692313;0.001;1.4000000000000001;0.80000000000000004
48;0.5641025641025641;0.92307692307692313;0.001;1.4000000000000001;1.1000000000000001
49;0.55929487179487181;0.92307692307692313;0.001;1.4000000000000001;1.4000000000000001
50;0.5689102564102565;0.92307692307692313;0.001;1.4000000000000001;1.7000000000000002
51;0.5608974358974359;0.92307692307692313;0.001;1.4000000000000001;2.0
52;0.56730769230769229;0.92307692307692313;0.001;1.4000000000000001;2.3000000000000003
53;0.57211538461538458;0.92307692307692313;0.001;1.4000000000000001;2.6000000000000005
54;0.5608974358974359;0.92307692307692313;0.001;1.4000000000000001;2.9000000000000004
55;0.59455128205128205;0.96153846153846156;0.001;1.4000000000000001;3.2000000000000002
56;0.58653846153846156;0.96153846153846156;0.001;1.4000000000000001;3.5000000000000004
57;0.60096153846153844;0.96153846153846156;0.001;1.4000000000000001;3.8000000000000007
58;0.58173076923076927;0.96153846153846156;0.001;1.4000000000000001;4.1000000000000005
59;0.58173076923076927;0.96153846153846156;0.001;1.4000000000000001;4.4000000000000004
60;0.58653846153846156;0.96153846153846156;0.001;1.4000000000000001;4.7000000000000011
61;0.5625;0.92307692307692313;0.001;1.7000000000000002;0.5
62;0.57371794871794879;0.92307692307692313;0.001;1.7000000000000002;0.80000000000000004
63;0.5641025641025641;0.92307692307692313;0.001;1.7000000000000002;1.1000000000000001
64;0.55929487179487181;0.92307692307692313;0.001;1.7000000000000002;1.4000000000000001
